sales_key,date_key,store_key,product_key,category_key,supplier_key,promotion_key,channel_key,units_sold,unit_price,sales_amount,cost_amount,on_hand_qty
7704,20250530,14,84,5,8,0,3,13,74.23,964.99,653.25,117
7705,20260522,5,138,1,5,0,3,11,35.57,391.27,272.03,61
7706,20250718,20,30,3,3,1,1,10,74.33,668.97,495.6,72
7707,20260402,16,113,4,2,0,1,8,79.28,634.24,453.2,34
7708,20250731,22,44,3,10,1,3,10,48.15,433.35,344.1,13
7709,20250828,23,106,5,3,0,3,12,21.25,255.0,171.84,36
7710,20251123,24,145,6,14,3,2,25,7.91,174.02,125.0,123
7711,20250523,5,148,2,15,0,3,8,74.51,596.08,426.24,31
7712,20250429,15,24,6,4,0,1,5,46.31,231.55,155.4,25
7713,20250724,19,58,1,2,0,2,31,42.12,1305.72,783.06,137
7714,20260311,17,71,5,5,0,3,11,69.67,766.37,529.21,34
7715,20250320,30,146,6,4,0,1,10,73.98,739.8,510.9,82
7716,20250825,29,66,2,9,2,3,7,57.02,339.27,277.69,61
7717,20251229,25,93,6,15,1,2,34,58.21,1781.23,1331.44,63
7718,20260117,8,46,6,2,0,2,20,59.32,1186.4,862.2,107
7719,20250823,16,69,1,10,1,1,6,78.98,426.49,326.58,100
7720,20250213,25,96,2,8,2,1,11,68.08,636.55,528.55,78
7721,20250109,9,43,5,2,0,2,9,35.85,322.65,213.75,39
7722,20250911,22,23,2,11,0,3,7,59.79,418.53,293.37,29
7723,20260314,8,29,4,9,0,2,29,66.85,1938.65,1357.49,182
7724,20250116,5,92,5,5,2,3,9,68.86,526.78,414.45,46
7725,20260425,8,33,1,1,0,3,15,40.54,608.1,419.1,151
7726,20251231,28,7,1,12,0,3,10,67.09,670.9,468.1,26
7727,20250105,30,167,2,8,0,3,20,101.49,2029.8,1300.0,90
7728,20250705,26,195,6,11,2,3,15,7.35,93.71,75.0,88
7729,20250430,9,103,5,1,0,3,9,13.68,123.12,88.83,46
7730,20260528,24,121,3,5,3,2,13,66.84,764.65,602.29,149
7731,20251027,7,34,4,12,1,2,13,53.41,624.9,510.25,108
7732,20250625,4,16,5,5,0,2,9,27.72,249.48,166.23,69
7733,20250531,8,16,5,5,4,2,1,27.68,22.14,18.47,107
7734,20251101,5,39,2,5,2,2,26,43.29,956.71,790.92,54
7735,20250103,20,23,2,11,0,2,15,61.55,923.25,628.65,58
7736,20250519,21,148,2,15,0,1,25,70.82,1770.5,1332.0,132
7737,20250331,2,155,3,15,0,2,3,77.45,232.35,157.11,7
7738,20251201,4,147,1,15,0,2,15,68.46,1026.9,696.6,53
7739,20251228,15,58,1,2,3,1,21,41.26,762.48,530.46,146
7740,20250910,4,73,3,3,0,1,15,61.28,919.2,690.9,35
7741,20250317,25,72,2,1,0,3,8,74.25,594.0,416.32,23
7742,20250720,13,30,3,3,0,3,17,73.43,1248.31,842.52,47
7743,20260401,13,95,6,9,2,2,7,53.35,317.43,279.72,52
7744,20250420,1,108,4,9,4,1,1,53.44,42.75,38.43,12
7745,20250330,22,41,1,3,0,1,1,6.53,6.53,5.0,5
7746,20250302,22,56,1,3,0,3,14,78.03,1092.42,725.62,87
7747,20260318,23,95,6,9,1,3,7,57.72,363.64,279.72,46
7748,20250306,17,20,3,14,0,1,2,95.44,190.88,130.12,12
7749,20251111,9,118,1,11,0,1,6,76.09,456.54,322.68,45
7750,20260624,3,70,3,9,0,3,25,88.94,2223.5,1631.25,162
7751,20251213,10,142,2,5,4,3,17,74.94,1019.18,871.08,102
7752,20250811,17,151,6,8,2,2,1,47.8,40.63,33.18,3
7753,20250422,4,75,5,7,0,3,13,44.21,574.73,397.41,61
7754,20250102,2,71,5,5,0,2,11,74.6,820.6,529.21,26
7755,20250326,7,106,5,3,3,1,9,19.85,157.21,128.88,57
7756,20260530,3,9,2,4,4,1,30,7.58,181.92,150.0,102
7757,20250319,1,39,2,5,0,3,22,43.96,967.12,669.24,132
7758,20250111,15,25,5,11,4,2,16,56.17,718.98,648.32,73
7759,20260317,23,57,4,11,2,3,13,119.36,1318.93,1034.41,115
7760,20250815,15,120,1,12,0,2,11,55.86,614.46,429.77,47
7761,20250712,3,49,5,12,0,1,11,138.07,1518.77,963.38,56
7762,20260123,11,105,5,9,4,3,1,123.49,98.79,79.55,5
7763,20251010,2,139,3,4,0,3,10,67.27,672.7,456.6,125
7764,20260509,19,135,5,7,0,3,13,112.75,1465.75,977.86,78
7765,20250910,7,107,5,5,0,2,10,93.92,939.2,622.8,43
7766,20260120,12,115,4,4,0,3,24,98.04,2352.96,1645.2,69
7767,20260420,28,89,5,9,0,1,9,32.5,292.5,205.11,52
7768,20250908,18,100,1,1,0,1,7,64.19,449.33,339.71,40
7769,20250603,23,160,5,12,2,1,16,76.81,1044.62,794.56,138
7770,20260611,11,96,2,8,0,1,9,67.27,605.43,432.45,41
7771,20250503,28,71,5,5,3,2,9,66.69,528.18,432.99,54
7772,20250122,22,193,4,6,4,2,13,70.3,731.12,656.89,63
7773,20251109,16,184,5,4,0,2,7,52.54,367.78,250.95,49
7774,20260617,18,173,5,7,2,2,10,71.05,603.92,490.5,50
7775,20250216,19,165,3,2,1,1,44,58.38,2311.85,1845.8,194
7776,20260404,5,77,2,8,0,3,4,66.43,265.72,172.2,7
7777,20260325,8,192,4,3,0,2,16,82.12,1313.92,887.68,183
7778,20260517,21,131,4,9,1,2,13,18.5,216.45,176.28,108
7779,20250816,14,179,6,6,0,2,22,78.04,1716.88,1233.76,151
7780,20250518,24,5,3,7,0,2,4,73.17,292.68,207.0,29
7781,20251004,16,22,3,7,0,2,8,103.9,831.2,574.0,20
7782,20250318,2,5,3,7,0,2,3,74.77,224.31,155.25,28
7783,20260401,20,200,6,5,0,2,9,68.84,619.56,429.84,22
7784,20251225,19,64,6,14,3,2,44,24.59,952.12,770.0,295
7785,20250918,11,8,5,15,0,3,8,87.09,696.72,463.04,49
7786,20251006,24,151,6,8,2,3,2,49.47,84.1,66.36,14
7787,20260120,11,159,4,2,0,1,13,86.67,1126.71,862.81,19
7788,20251010,4,186,3,2,2,1,9,100.37,767.83,640.71,50
7789,20260330,4,116,4,10,3,1,19,77.41,1294.3,1021.82,135
7790,20260515,28,137,4,15,0,1,17,48.7,827.9,527.34,60
7791,20260528,12,124,3,14,0,3,8,31.49,251.92,171.44,57
7792,20251201,13,142,2,5,2,1,7,76.41,454.64,358.68,70
7793,20260205,10,104,1,14,4,1,18,73.53,1058.83,928.08,43
7794,20250617,23,7,1,12,0,1,23,64.85,1491.55,1076.63,62
7795,20250121,19,34,4,12,2,3,21,55.78,995.67,824.25,164
7796,20250805,27,187,1,2,0,2,18,17.99,323.82,233.1,23
7797,20260416,27,10,1,12,4,1,17,65.37,889.03,748.51,57
7798,20250314,30,18,1,2,2,3,20,53.24,905.08,706.4,86
7799,20251022,10,161,6,13,4,3,7,62.58,350.45,347.83,26
7800,20250414,18,190,2,3,0,3,7,40.51,283.57,203.84,51
7801,20250820,11,90,5,8,0,2,14,53.0,742.0,497.98,103
7802,20250319,22,29,4,9,0,3,9,67.37,606.33,421.29,82
7803,20260201,23,118,1,11,0,1,18,79.09,1423.62,968.04,96
7804,20260314,8,7,1,12,0,1,17,67.94,1154.98,795.77,75
7805,20260214,26,73,3,3,0,3,10,65.96,659.6,460.6,49
7806,20260116,9,113,4,2,0,1,7,81.04,567.28,396.55,32
7807,20250507,30,177,5,12,0,1,2,84.22,168.44,124.28,20
7808,20251014,26,23,2,11,0,1,8,60.08,480.64,335.28,73
7809,20250226,1,122,5,2,0,2,21,42.58,894.18,652.05,111
7810,20250722,12,6,6,4,0,2,6,103.26,619.56,438.9,30
7811,20251001,12,94,3,5,1,2,19,59.35,1014.89,815.67,19
7812,20251227,25,134,4,13,1,2,1,53.03,47.73,34.63,11
7813,20250222,22,8,5,15,0,1,12,84.22,1010.64,694.56,77
7814,20260315,2,148,2,15,0,1,10,76.52,765.2,532.8,66
7815,20250905,26,198,1,3,4,3,7,74.21,415.58,379.33,43
7816,20260421,7,59,5,3,0,1,2,58.76,117.52,80.18,14
7817,20251012,12,152,2,1,4,2,17,84.1,1143.76,965.94,189
7818,20251023,6,107,5,5,0,3,11,93.96,1033.56,685.08,23
7819,20260109,5,184,5,4,0,1,10,53.26,532.6,358.5,58
7820,20260319,16,118,1,11,3,1,5,75.74,333.26,268.9,20
7821,20250327,3,161,6,13,1,3,12,60.06,648.65,596.28,67
7822,20251004,3,33,1,1,2,1,20,43.35,736.95,558.8,116
7823,20250117,24,52,2,8,0,1,10,123.77,1237.7,817.4,48
7824,20250914,11,89,5,9,4,2,15,32.84,394.08,341.85,120
7825,20260316,20,181,6,1,0,1,11,60.48,665.28,449.9,93
7826,20260413,30,128,5,1,0,2,6,91.77,550.62,360.12,36
7827,20250603,2,43,5,2,0,1,18,36.07,649.26,427.5,139
7828,20250728,24,178,1,12,1,3,18,87.4,1415.88,1113.12,24
7829,20251025,4,124,3,14,0,3,11,32.71,359.81,235.73,31
7830,20250802,23,84,5,8,2,2,13,76.4,844.22,653.25,41
7831,20250407,10,77,2,8,0,1,5,66.43,332.15,215.25,10
7832,20250614,5,140,3,15,0,3,6,28.74,172.44,124.02,24
7833,20250807,7,177,5,12,0,2,6,84.19,505.14,372.84,17
7834,20251008,11,101,5,6,4,3,11,68.7,604.56,560.12,52
7835,20260513,22,169,3,1,2,3,15,67.08,855.27,637.5,61
7836,20251022,21,142,2,5,0,2,33,78.05,2575.65,1690.92,197
7837,20250729,22,15,5,12,1,3,11,93.17,922.38,696.52,52
7838,20251223,1,158,4,14,0,3,16,88.73,1419.68,980.48,43
7839,20260222,30,113,4,2,4,2,12,83.05,797.28,679.8,81
7840,20250821,14,107,5,5,0,2,16,89.74,1435.84,996.48,65
7841,20250922,4,123,4,10,0,2,4,89.2,356.8,259.16,27
7842,20250428,28,13,5,12,0,3,5,36.94,184.7,137.2,25
7843,20260412,24,182,1,15,4,1,54,7.09,306.29,270.0,193
7844,20260414,3,176,3,2,4,2,24,104.99,2015.81,1717.92,104
7845,20250405,14,200,6,5,0,1,11,70.82,779.02,525.36,30
7846,20250706,28,121,3,5,0,1,16,67.26,1076.16,741.28,94
7847,20250527,21,48,6,7,1,3,29,23.06,601.87,454.14,102
7848,20260514,6,121,3,5,0,2,17,62.15,1056.55,787.61,160
7849,20250205,22,57,4,11,0,2,7,116.07,812.49,556.99,57
7850,20250422,6,102,2,13,0,3,33,55.15,1819.95,1239.48,96
7851,20250620,11,161,6,13,2,1,10,60.34,512.89,496.9,50
7852,20251030,6,35,6,8,4,3,13,21.15,219.96,204.49,72
7853,20250515,21,91,3,13,0,2,18,72.87,1311.66,904.86,115
7854,20251017,28,98,5,7,0,1,14,7.74,108.36,70.0,66
7855,20260208,2,186,3,2,0,1,19,91.25,1733.75,1352.61,75
7856,20260324,19,108,4,9,0,2,2,55.41,110.82,76.86,13
7857,20250223,8,69,1,10,0,3,19,77.16,1466.04,1034.17,187
7858,20250316,23,77,2,8,0,3,6,65.88,395.28,258.3,50
7859,20250221,5,61,6,12,0,1,11,77.43,851.73,590.7,27
7860,20260507,11,30,3,3,0,2,11,72.78,800.58,545.16,17
7861,20251219,7,143,2,10,3,2,30,94.38,2491.63,2043.3,84
7862,20251014,27,153,6,5,0,2,19,19.36,367.84,254.03,73
7863,20260304,3,40,4,10,4,2,9,48.91,352.15,287.28,91
7864,20251113,18,92,5,5,3,3,8,65.92,464.08,368.4,3
7865,20250508,4,151,6,8,0,1,1,50.44,50.44,33.18,9
7866,20251003,18,141,6,10,3,2,6,46.33,244.62,189.48,27
7867,20260115,24,16,5,5,0,1,15,27.84,417.6,277.05,88
7868,20250120,23,10,1,12,1,1,12,61.8,667.44,528.36,182
7869,20251124,2,15,5,12,4,2,6,93.45,448.56,379.92,76
7870,20250926,24,101,5,6,1,1,27,70.96,1724.33,1374.84,96
7871,20250207,9,183,3,15,0,3,10,113.05,1130.5,770.9,74
7872,20250523,21,15,5,12,1,2,15,90.62,1223.37,949.8,85
7873,20250831,29,141,6,10,0,2,7,46.22,323.54,221.06,33
7874,20250705,4,147,1,15,0,2,15,68.29,1024.35,696.6,89
7875,20250606,11,193,4,6,0,2,3,69.68,209.04,151.59,74
7876,20251217,27,117,1,11,0,3,4,128.53,514.12,319.52,27
7877,20250807,5,191,5,12,2,2,3,79.83,203.57,161.37,25
7878,20250926,8,91,3,13,1,3,10,71.65,644.85,502.7,51
7879,20260308,17,54,3,5,3,3,40,33.69,1185.89,862.8,140
7880,20250220,30,195,6,11,1,1,20,7.45,134.1,100.0,102
7881,20250714,9,105,5,9,3,3,1,118.92,104.65,79.55,1
7882,20250209,12,66,2,9,0,3,22,56.12,1234.64,872.74,29
7883,20260516,24,129,4,3,0,2,29,115.93,3361.97,2360.89,171
7884,20250411,4,85,4,7,0,1,7,78.74,551.18,382.2,8
7885,20260319,10,150,1,3,0,1,2,7.1,14.2,10.0,20
7886,20250414,10,148,2,15,2,1,25,73.23,1556.14,1332.0,64
7887,20250624,13,4,3,11,0,3,28,61.91,1733.48,1168.44,124
7888,20251125,18,106,5,3,4,2,6,21.21,101.81,85.92,39
7889,20260325,7,171,1,6,0,2,18,43.79,788.22,542.34,52
7890,20250407,12,132,4,6,4,2,11,64.21,565.05,480.26,141
7891,20250426,28,145,6,14,2,2,12,7.71,78.64,60.0,48
7892,20260422,25,196,1,14,3,1,28,67.39,1660.49,1290.52,124
7893,20250623,29,69,1,10,0,3,10,77.69,776.9,544.3,74
7894,20250424,21,140,3,15,0,2,12,29.19,350.28,248.04,59
7895,20260206,18,6,6,4,2,2,5,97.87,415.95,365.75,18
7896,20250219,7,31,3,7,4,3,33,131.52,3472.13,3146.55,148
7897,20260414,5,140,3,15,0,3,5,29.24,146.2,103.35,24
7898,20260418,17,42,5,9,0,3,37,62.89,2326.93,1544.75,163
7899,20260408,13,158,4,14,0,3,25,89.46,2236.5,1532.0,168
7900,20250609,24,174,5,6,0,2,26,90.84,2361.84,1609.14,157
7901,20250303,1,179,6,6,0,2,11,77.04,847.44,616.88,10
7902,20250818,27,10,1,12,0,3,16,67.65,1082.4,704.48,105
7903,20250630,6,66,2,9,0,3,24,56.06,1345.44,952.08,130
7904,20260602,12,102,2,13,0,1,22,52.47,1154.34,826.32,151
7905,20251208,11,4,3,11,0,1,25,61.1,1527.5,1043.25,122
7906,20260525,28,182,1,15,0,1,15,7.13,106.95,75.0,24
7907,20260210,22,194,3,9,0,3,23,25.24,580.52,385.02,21
7908,20260122,2,156,4,15,0,1,13,90.9,1181.7,805.09,42
7909,20250302,26,56,1,3,0,3,8,79.23,633.84,414.64,48
7910,20250207,21,24,6,4,0,1,10,47.14,471.4,310.8,21
7911,20250126,3,166,5,8,0,1,9,74.27,668.43,474.03,301
7912,20251117,24,149,5,3,0,1,30,115.01,3450.3,2319.6,97
7913,20250419,2,190,2,3,0,3,11,38.69,425.59,320.32,89
7914,20260619,13,77,2,8,0,1,5,64.03,320.15,215.25,22
7915,20250313,5,34,4,12,0,3,4,54.33,217.32,157.0,45
7916,20260527,1,181,6,1,0,2,27,60.1,1622.7,1104.3,111
7917,20251227,17,22,3,7,1,1,10,105.1,945.9,717.5,37
7918,20250227,21,115,4,4,0,1,18,102.12,1838.16,1233.9,72
7919,20250201,15,95,6,9,0,1,9,56.22,505.98,359.64,41
7920,20250802,11,110,5,2,3,1,12,36.57,386.18,287.28,27
7921,20250703,16,81,6,5,0,3,1,43.91,43.91,29.74,5
7922,20250620,5,2,5,14,0,2,4,52.98,211.92,148.44,35
7923,20251013,2,125,6,15,1,1,10,88.2,793.8,606.5,62
7924,20250312,5,50,5,1,0,2,13,27.68,359.84,250.25,59
7925,20250311,2,24,6,4,0,1,4,43.0,172.0,124.32,23
7926,20260111,24,83,1,11,1,2,27,100.8,2449.44,1858.14,119
7927,20260619,19,59,5,3,4,1,5,60.86,243.44,200.45,16
7928,20250528,6,145,6,14,4,1,17,7.72,104.99,85.0,124
7929,20260519,18,73,3,3,0,3,9,63.66,572.94,414.54,45
7930,20250706,15,105,5,9,3,3,1,115.29,101.46,79.55,7
7931,20250701,4,98,5,7,0,3,16,7.65,122.4,80.0,73
7932,20250218,30,171,1,6,0,3,11,44.62,490.82,331.43,22
7933,20250817,29,21,4,2,0,3,14,80.49,1126.86,780.64,43
7934,20250926,23,7,1,12,0,1,10,68.0,680.0,468.1,92
7935,20251225,25,174,5,6,0,3,28,87.12,2439.36,1732.92,139
7936,20250327,17,65,3,15,2,2,6,57.37,292.59,241.44,33
7937,20250412,25,144,3,8,0,3,10,88.89,888.9,571.8,184
7938,20250822,16,120,1,12,1,3,8,55.78,401.62,312.56,21
7939,20250207,5,153,6,5,4,3,19,19.56,297.31,254.03,85
7940,20250319,6,132,4,6,0,2,18,61.78,1112.04,785.88,159
7941,20251206,26,49,5,12,0,3,6,127.73,766.38,525.48,40
7942,20260531,14,101,5,6,0,1,16,69.2,1107.2,814.72,87
7943,20251106,22,62,5,3,0,1,36,53.01,1908.36,1349.28,162
7944,20250320,5,80,5,2,0,1,11,76.17,837.87,579.92,38
7945,20260620,14,109,3,5,0,2,22,61.37,1350.14,962.94,69
7946,20251009,3,15,5,12,1,2,23,88.64,1834.85,1456.36,88
7947,20260123,7,7,1,12,2,2,12,66.7,680.34,561.72,122
7948,20250417,4,140,3,15,0,2,4,28.53,114.12,82.68,1
7949,20251109,7,18,1,2,0,1,58,52.4,3039.2,2048.56,32
7950,20250211,19,181,6,1,2,3,31,61.12,1610.51,1267.9,65
7951,20251204,1,129,4,3,1,1,19,121.45,2076.8,1546.79,102
7952,20250420,6,162,4,14,0,1,28,70.1,1962.8,1411.48,144
7953,20260507,21,95,6,9,0,1,10,55.73,557.3,399.6,119
7954,20250130,5,141,6,10,2,1,5,46.25,196.56,157.9,12
7955,20251219,17,38,5,7,0,3,7,98.54,689.78,483.84,78
7956,20250317,27,127,1,4,0,2,8,102.09,816.72,547.36,24
7957,20260107,24,63,3,5,0,3,13,61.59,800.67,550.16,115
7958,20250924,4,155,3,15,0,2,2,77.05,154.1,104.74,12
7959,20260607,5,74,1,15,1,3,5,65.37,294.17,225.0,15
7960,20251218,22,156,4,15,0,2,14,89.09,1247.26,867.02,91
7961,20250720,11,179,6,6,0,1,9,77.74,699.66,504.72,37
7962,20250217,13,2,5,14,4,1,7,54.04,302.62,259.77,12
7963,20251118,15,13,5,12,0,1,9,38.86,349.74,246.96,66
7964,20250827,18,72,2,1,0,2,3,73.43,220.29,156.12,15
7965,20250129,14,110,5,2,1,1,8,34.31,247.03,191.52,91
7966,20251110,1,174,5,6,0,3,24,86.64,2079.36,1485.36,203
7967,20250424,3,88,2,9,4,1,38,77.71,2362.38,2055.42,234
7968,20250507,1,171,1,6,1,3,17,42.78,654.53,512.21,59
7969,20250105,8,146,6,4,0,1,23,75.98,1747.54,1175.07,56
7970,20250720,25,142,2,5,0,3,32,75.26,2408.32,1639.68,90
7971,20250428,30,182,1,15,0,3,10,6.78,67.8,50.0,172
7972,20250208,15,62,5,3,0,2,23,53.38,1227.74,862.04,153
7973,20250823,1,134,4,13,0,2,2,52.77,105.54,69.26,9
7974,20250429,3,160,5,12,0,3,10,73.42,734.2,496.6,109
7975,20250314,25,194,3,9,1,3,13,25.61,299.64,217.62,213
7976,20250910,11,47,3,12,0,2,10,13.97,139.7,98.5,54
7977,20250204,27,158,4,14,0,1,15,91.25,1368.75,919.2,138
7978,20260619,16,45,1,10,0,1,1,39.08,39.08,27.46,4
7979,20250912,27,193,4,6,0,3,9,67.72,609.48,454.77,116
7980,20260622,5,108,4,9,4,3,1,53.01,42.41,38.43,0
7981,20260421,26,176,3,2,0,3,11,106.75,1174.25,787.38,30
7982,20260613,17,115,4,4,4,1,14,104.17,1166.7,959.7,52
7983,20251021,14,16,5,5,1,2,19,27.57,471.45,350.93,57
7984,20250817,16,71,5,5,0,1,11,74.98,824.78,529.21,41
7985,20260124,10,122,5,2,0,2,9,46.39,417.51,279.45,105
7986,20250213,19,121,3,5,0,1,20,65.05,1301.0,926.6,140
7987,20260330,24,111,2,10,0,2,6,50.16,300.96,229.86,75
7988,20250624,25,142,2,5,1,2,32,74.09,2133.79,1639.68,163
7989,20250105,30,116,4,10,3,1,18,74.17,1174.85,968.04,85
7990,20250509,13,37,6,10,0,2,15,72.01,1080.15,769.65,45
7991,20250511,24,16,5,5,3,2,15,29.02,383.06,277.05,61
7992,20250108,27,58,1,2,4,2,14,39.25,439.6,353.64,27
7993,20251228,1,28,5,9,0,1,37,32.7,1209.9,862.47,138
7994,20250221,15,140,3,15,0,1,10,29.57,295.7,206.7,34
7995,20260403,22,196,1,14,0,1,19,65.55,1245.45,875.71,107
7996,20250902,14,186,3,2,0,1,19,98.04,1862.76,1352.61,82
7997,20260123,4,114,3,5,0,3,7,111.41,779.87,557.55,32
7998,20250703,20,177,5,12,0,1,3,82.85,248.55,186.42,11
7999,20250313,13,132,4,6,2,1,18,62.39,954.57,785.88,18
8000,20250408,19,26,4,5,3,1,15,70.63,932.32,747.75,43
8001,20251215,1,118,1,11,0,2,10,74.42,744.2,537.8,43
8002,20260122,1,114,3,5,0,1,14,110.74,1550.36,1115.1,76
8003,20250525,19,111,2,10,2,2,26,50.72,1120.91,996.06,98
8004,20250712,30,161,6,13,2,1,7,60.71,361.22,347.83,43
8005,20260526,20,198,1,3,0,2,10,74.47,744.7,541.9,89
8006,20260406,29,48,6,7,3,3,5,22.61,99.48,78.3,50
8007,20250812,26,4,3,11,2,2,20,60.74,1032.58,834.6,92
8008,20250511,9,129,4,3,0,3,11,124.45,1368.95,895.51,99
8009,20250612,4,23,2,11,0,1,8,61.8,494.4,335.28,34
8010,20251018,17,86,5,15,0,2,29,13.0,377.0,293.19,16
8011,20251103,19,187,1,2,0,3,23,18.15,417.45,297.85,107
8012,20250410,24,133,1,5,0,2,10,28.79,287.9,215.6,111
8013,20250205,16,188,3,13,0,3,6,30.14,180.84,119.82,33
8014,20250925,28,7,1,12,3,3,3,69.5,183.48,140.43,33
8015,20260307,26,142,2,5,0,3,9,75.02,675.18,461.16,114
8016,20250324,18,63,3,5,3,2,9,58.86,466.17,380.88,60
8017,20250809,17,15,5,12,0,2,12,95.99,1151.88,759.84,73
8018,20250329,1,62,5,3,1,3,32,52.47,1511.14,1199.36,312
8019,20250511,24,187,1,2,0,3,16,18.21,291.36,207.2,78
8020,20251127,21,84,5,8,0,3,21,72.64,1525.44,1055.25,44
8021,20250604,27,184,5,4,0,2,19,52.83,1003.77,681.15,35
8022,20250523,3,23,2,11,0,1,19,59.04,1121.76,796.29,92
8023,20260622,5,132,4,6,1,3,8,59.4,427.68,349.28,14
8024,20250404,21,88,2,9,3,1,30,77.47,2045.21,1622.7,95
8025,20250413,15,60,5,9,0,3,14,87.37,1223.18,847.7,62
8026,20260518,18,109,3,5,0,1,5,63.74,318.7,218.85,4
8027,20251025,14,123,4,10,3,3,38,94.12,3147.37,2462.02,141
8028,20250124,20,6,6,4,0,2,3,102.57,307.71,219.45,10
8029,20250818,20,131,4,9,0,1,8,18.1,144.8,108.48,27
8030,20251102,6,61,6,12,0,3,29,85.43,2477.47,1557.3,23
8031,20250517,23,161,6,13,0,3,13,61.65,801.45,645.97,110
8032,20251024,15,36,1,11,0,1,10,45.12,451.2,331.9,104
8033,20251217,18,58,1,2,1,1,14,39.17,493.54,353.64,31
8034,20250516,19,195,6,11,0,3,17,7.38,125.46,85.0,126
8035,20260315,23,50,5,1,2,2,18,30.21,462.21,346.5,241
8036,20250902,10,27,3,13,1,2,2,77.12,138.82,97.06,46
8037,20260605,1,111,2,10,0,3,20,51.55,1031.0,766.2,74
8038,20250217,6,126,4,4,4,2,11,57.74,508.11,453.09,54
8039,20250625,29,114,3,5,4,2,2,118.92,190.27,159.3,43
8040,20260125,7,81,6,5,4,3,2,43.11,68.98,59.48,5
8041,20260429,8,22,3,7,0,1,7,107.46,752.22,502.25,71
8042,20250430,26,58,1,2,1,2,12,39.27,424.12,303.12,45
8043,20260614,8,12,6,11,0,2,33,30.78,1015.74,680.46,122
8044,20250415,14,171,1,6,0,3,23,43.51,1000.73,692.99,82
8045,20250813,12,52,2,8,0,1,5,125.57,627.85,408.7,41
8046,20250620,20,133,1,5,1,3,22,30.42,602.32,474.32,88
8047,20250818,18,53,3,3,0,1,6,144.6,867.6,618.6,24
8048,20260503,16,125,6,15,0,2,14,85.16,1192.24,849.1,51
8049,20260131,16,19,6,7,4,3,11,50.63,445.54,422.95,44
8050,20260307,26,19,6,7,1,1,12,54.35,586.98,461.4,59
8051,20250518,18,64,6,14,4,3,19,25.81,392.31,332.5,106
8052,20260527,16,52,2,8,0,2,4,116.23,464.92,326.96,13
8053,20250824,27,65,3,15,0,1,9,57.74,519.66,362.16,36
8054,20251219,3,56,1,3,1,2,14,76.14,959.36,725.62,59
8055,20260112,26,139,3,4,0,1,13,67.79,881.27,593.58,64
8056,20251224,6,87,1,3,0,3,29,90.34,2619.86,1842.95,105
8057,20251121,10,31,3,7,0,1,25,133.56,3339.0,2383.75,112
8058,20250917,1,185,3,1,0,1,32,69.32,2218.24,1509.12,155
8059,20251216,18,128,5,1,0,3,3,90.97,272.91,180.06,26
8060,20260504,25,81,6,5,0,1,2,45.16,90.32,59.48,9
8061,20250730,12,102,2,13,3,1,27,51.42,1221.74,1014.12,113
8062,20251003,20,66,2,9,3,2,14,57.31,706.06,555.38,80
8063,20250408,12,79,4,1,2,3,24,111.74,2279.5,1835.28,194
8064,20250711,23,15,5,12,0,3,15,93.58,1403.7,949.8,108
8065,20260221,30,167,2,8,0,2,13,95.47,1241.11,845.0,172
8066,20251212,22,77,2,8,0,2,3,64.68,194.04,129.15,17
8067,20250425,11,140,3,15,2,3,8,31.31,212.91,165.36,41
8068,20251022,25,11,4,4,1,1,8,40.76,293.47,225.12,24
8069,20260315,2,19,6,7,0,3,18,52.67,948.06,692.1,113
8070,20250308,30,74,1,15,0,3,9,65.11,585.99,405.0,46
8071,20250203,26,8,5,15,1,2,5,86.3,388.35,289.4,31
8072,20250801,20,194,3,9,0,2,6,26.08,156.48,100.44,90
8073,20251221,19,8,5,15,4,2,28,89.1,1995.84,1620.64,103
8074,20250619,8,112,5,11,0,2,21,97.77,2053.17,1491.0,193
8075,20260320,13,71,5,5,2,3,5,74.19,315.31,240.55,72
8076,20260403,4,42,5,9,2,2,22,60.49,1131.16,918.5,77
8077,20251015,11,29,4,9,2,1,13,68.94,761.79,608.53,65
8078,20250724,18,60,5,9,1,3,15,88.14,1189.89,908.25,26
8079,20250123,11,11,4,4,3,1,4,42.65,150.13,112.56,13
8080,20260320,24,115,4,4,2,1,28,106.15,2526.37,1919.4,70
8081,20260429,26,47,3,12,3,1,9,13.86,109.77,88.65,18
8082,20250827,17,4,3,11,0,1,17,60.89,1035.13,709.41,94
8083,20251006,11,24,6,4,0,2,9,45.48,409.32,279.72,41
8084,20260211,10,180,4,4,0,3,8,144.55,1156.4,732.4,27
8085,20260111,17,48,6,7,0,1,16,21.47,343.52,250.56,96
8086,20250315,22,116,4,10,4,1,29,75.92,1761.34,1559.62,109
8087,20251230,4,82,3,8,1,2,18,34.04,551.45,409.5,70
8088,20260515,14,99,4,5,2,2,33,61.25,1718.06,1328.58,233
8089,20260210,14,171,1,6,1,3,26,46.84,1096.06,783.38,187
8090,20250917,9,144,3,8,1,2,17,87.13,1333.09,972.06,28
8091,20251010,8,111,2,10,4,2,24,53.88,1034.5,919.44,133
8092,20250521,26,41,1,3,0,2,1,6.78,6.78,5.0,4
8093,20251223,13,170,1,12,3,1,16,107.36,1511.63,1194.08,40
8094,20250511,18,5,3,7,3,3,2,78.09,137.44,103.5,14
8095,20250704,2,112,5,11,4,3,18,102.91,1481.9,1278.0,86
